OBJECTID,C_PRINT,Parcelnum,Address_1,Address_2,Zipcode,Property_C,Municipali,Garabage_D,Updated,Shape__Area,Shape__Length
235,83.-1-66,66,3943,Eagle Harbor West Barre Road,14411,210,Town of Albion,Friday,September 2023,92528.3151855469,1425.12761703569
236,83.-1-32.42,32.42,3949,Gaines Basin Road,14411,210,Town of Albion,Friday,September 2023,247477.840576172,2962.52234321114
237,82.-1-14.2,14.2,3916,Long Bridge Road,14411,464,Town of Albion,Friday,September 2023,54878.5428466797,948.25737845271
238,82.-1-14.1,14.1,0,Long Bridge Road,14411,312,Town of Albion,Friday,September 2023,45328.0073242188,853.364762166147
239,84.-1-68.1,68.1,0,West County House Road,14411,105,Town of Albion,Friday,September 2023,867242.170776367,3905.76724706889
240,84.-1-?,?,0,West County House Road - Contact Real Property for more information,14411,0,Town of Albion,Friday,September 2023,70721.35546875,2268.30625596245
241,84.-1-67,67,14183,West County House Road,14411,240,Town of Albion,Friday,September 2023,452399.696289063,2984.27805664489
242,84.-1-66,66,14197,West County House Road,14411,314,Town of Albion,Friday,September 2023,276647.925292969,2653.96605188069
243,82.-2-24,24,13327,West County House Road,14411,210,Town of Albion,Friday,September 2023,190735.907348633,2727.01084850283
244,84.-1-58.12,58.12,14221,West County House Road,14411,240,Town of Albion,Friday,September 2023,435088.535522461,2949.94954192138
245,82.-1-18.22,18.22,0,Long Bridge Road,14411,311,Town of Albion,Friday,September 2023,67567.9857177734,1394.41845390196
246,84.-1-65,65,3944,Route 98,14411,240,Town of Albion,Friday,September 2023,829190.400268555,4818.80428007365
247,84.-1-64,64,3934,Route 98,14411,210,Town of Albion,Friday,September 2023,33895.486328125,738.568185011673
248,83.-1-32.5,32.5,3941,Gaines Basin Road,14411,210,Town of Albion,Friday,September 2023,254655.779541016,2977.71812589453
249,84.-1-41,41,3927,Route 98,14411,210,Town of Albion,Friday,September 2023,23047.8294677734,699.315411169717
250,84.-1-35.11,35.11,0,Clarendon Road,14411,105,Town of Albion,Friday,September 2023,3172532.38134766,10967.9817283643
251,85.-1-60.1,60.1,0,East County House Road,14411,321,Town of Albion,Friday,September 2023,1776146.78430176,7690.98233038425
252,83.-1-37,37,3940,Gaines Basin Road,14411,270,Town of Albion,Friday,September 2023,52332.5213623047,944.058797112092
253,84.-1-69.2,69.2,3930,Route 98,14411,210,Town of Albion,Friday,September 2023,84482.8486328125,1176.42151144276
254,83.-1-32.12,32.12,3931,Gaines Basin Road,14411,270,Town of Albion,Friday,September 2023,261193.183959961,2990.32472633204
255,82.-1-18.21,18.21,3958,Long Bridge Road,14411,240,Town of Albion,Friday,September 2023,2653614.79333496,7450.68438211728
256,82.-1-18.1,18.1,3912,Long Bridge Road,14411,210,Town of Albion,Friday,September 2023,211918.875854492,1848.07092392537
257,82.-1-15.11,15.11,0,Long Bridge Road,14411,105,Town of Albion,Friday,September 2023,2863335.79931641,8366.86868343596
258,82.-2-9,9,0,West County House Road,14411,120,Town of Albion,Friday,September 2023,3192397.75402832,7182.9285591396
259,84.-1-12.1,12.1,3949,Clarendon Road,14411,240,Town of Albion,Friday,September 2023,817368.258911133,3673.96379399024
260,83.-1-67.1,67.1,3923,Eagle Harbor West Barre Road,14411,210,Town of Albion,Friday,September 2023,238925.705566406,2222.91793760938
261,83.-1-32.13,32.13,3913,Gaines Basin Road,14411,210,Town of Albion,Friday,September 2023,258586.03918457,2989.36351532458
262,84.-1-39.1,39.1,3923,Route 98,14411,210,Town of Albion,Friday,September 2023,78268.3575439453,1122.11891413615
263,85.-1-62,62,14833,East County House Road,14411,210,Town of Albion,Friday,September 2023,41482.6342773438,834.17686241876
264,83.-1-67.2,67.2,3911,Eagle Harbor West Barre Road,14411,210,Town of Albion,Friday,September 2023,35364.4102783203,799.509656746233
265,83.-1-32.11,32.11,0,Gaines Basin Road,14411,311,Town of Albion,Friday,September 2023,250110.339111328,2975.87278159754
266,82.-1-13.21,13.21,3890,Long Bridge Road,14411,210,Town of Albion,Friday,September 2023,70957.4449462891,1114.93344079402
267,83.-1-35.11,35.11,3906,Gaines Basin Road,14411,210,Town of Albion,Friday,September 2023,89046.3850097656,1365.36719498531
268,83.-1-35.2,35.2,3904,Gaines Basin Road,14411,312,Town of Albion,Friday,September 2023,23475.8104248047,616.48099584001
269,84.-1-39.2,39.2,3921,Route 98,14411,210,Town of Albion,Friday,September 2023,82687.5872802734,1195.66869422081
270,83.-1-68.1,68.1,3901,Eagle Harbor West Barre Road,14411,210,Town of Albion,Friday,September 2023,95419.2370605469,1270.8905848375
271,82.-2-20.1,20.1,3902,Eagle Harbor West Barre Road,14411,210,Town of Albion,Friday,September 2023,54475.5894775391,943.224297793237
272,85.-1-31.112,31.112,0,East County House Road,14411,322,Town of Albion,Friday,September 2023,1117445.96069336,4370.97870013559
273,84.-1-71,71,3906,Route 98,14411,210,Town of Albion,Friday,September 2023,13749.3719482422,473.803899741187
274,83.-1-32.8,32.8,3903,Gaines Basin Road,14411,210,Town of Albion,Friday,September 2023,266140.795532227,3003.10862996145
275,85.-1-14,14,3911,Riches Corners Road,14411,210,Town of Albion,Friday,September 2023,50861.8851318359,901.023977600089
276,83.-1-20.21,20.21,3855,Gaines Basin Road,14411,312,Town of Albion,Friday,September 2023,53404.7629394531,925.876822507786
277,85.-1-54.2,54.2,0,East Lee Road,14411,311,Town of Albion,Friday,September 2023,24198.3115234375,640.983839080065
278,71.-1-82,82,0,Eagle Harbor West Barre Road,14411,120,Town of Albion,Friday,September 2023,507231.042358398,4034.12061936217
279,73.-2-49,49,14585,Holley Road,14411,210,Town of Albion,Friday,September 2023,247828.973022461,2102.0010048239
280,72.-3-21.1,21.1,13858,Route 31,14411,453,Town of Albion,Friday,September 2023,992025.877075195,5072.01616704317
281,85.-1-15.1,15.1,0,Riches Corners Road,14411,105,Town of Albion,Friday,September 2023,2905516.3536377,6877.77359242781
282,83.-1-34.1,34.1,3894,Gaines Basin Road,14411,210,Town of Albion,Friday,September 2023,54802.7596435547,1115.44672977095
283,85.-1-36.1,36.1,14917,East County House Road,14411,240,Town of Albion,Friday,September 2023,1331470.55541992,5714.10496670123
284,83.-1-38.11,38.11,3990,Gaines Basin Road,14411,241,Town of Albion,Friday,September 2023,2666184.13903809,8312.64301837583
285,85.-1-11,11,15130,East County House Road,14411,241,Town of Albion,Friday,September 2023,3072810.27648926,7565.25048044473
286,82.-1-33,33,12876,Route 31,14411,210,Town of Albion,Friday,September 2023,217157.08215332,2033.8392926782
287,82.-1-35.111,35.111,12898,Route 31,14411,210,Town of Albion,Friday,September 2023,106430.516479492,1705.34570320825
288,82.-1-35.2,35.2,12908,Route 31,14411,210,Town of Albion,Friday,September 2023,108979.68737793,1714.02776138904
289,82.-1-36,36,0,Route 31,14411,314,Town of Albion,Friday,September 2023,188496.323120117,2039.29534039432
290,82.-1-37,37,12926,Route 31,14411,210,Town of Albion,Friday,September 2023,34552.9208984375,778.632213815764
291,84.-1-37.11,37.11,3887,Route 98,14411,283,Town of Albion,Friday,September 2023,1074849.67614746,6272.93234187196
292,82.-1-38,38,12934,Route 31,14411,210,Town of Albion,Friday,September 2023,135371.27355957,1795.66046190735
293,82.-1-39,39,12942,Route 31,14411,210,Town of Albion,Friday,September 2023,87369.4365234375,1663.55800262097
294,83.-1-32.2,32.2,3889,Gaines Basin Road,14411,210,Town of Albion,Friday,September 2023,256818.000854492,3054.69998839855
295,82.-1-13.11,13.11,12978,Route 31,14411,240,Town of Albion,Friday,September 2023,380358.459716797,2696.65528642069
296,83.-1-33,33,3892,Gaines Basin Road,14411,210,Town of Albion,Friday,September 2023,73635.2946777344,1269.95643078401
297,84.-1-69.1,69.1,0,Route 98,14411,105,Town of Albion,Friday,September 2023,4257506.42578125,10265.03745944
298,84.-1-70,70,3912,Route 98,14411,483,Town of Albion,Friday,September 2023,89616.9610595703,1579.18001847736
299,84.-1-72,72,3888,Route 98,14411,210,Town of Albion,Friday,September 2023,32102.5787353516,743.906212458475
300,83.-1-69.1,69.1,3883,Eagle Harbor West Barre Road,14411,210,Town of Albion,Friday,September 2023,355347.403686523,2920.55114708991
301,85.-1-37.1,37.1,14923,East County House Road,14411,210,Town of Albion,Friday,September 2023,168098.224243164,1976.60183543988
302,85.-1-60.2,60.2,14827,East County House Road,14411,210,Town of Albion,Friday,September 2023,257032.553222656,2530.57351194917
303,85.-1-13.1,13.1,3893,Riches Corners Road,14411,210,Town of Albion,Friday,September 2023,73202.1733398438,1084.27666749079
304,85.-1-61,61,14871,East County House Road,14411,241,Town of Albion,Friday,September 2023,2015410.53027344,8082.84560767245
305,85.-1-31.113,31.113,3892,Riches Corners Road,14411,210,Town of Albion,Friday,September 2023,163123.400756836,1628.90667095519
306,83.-1-32.6,32.6,3877,Gaines Basin Road,14411,270,Town of Albion,Friday,September 2023,271319.60168457,3069.30776939563
307,83.-1-18,18,3880,Gaines Basin Road,14411,210,Town of Albion,Friday,September 2023,58351.1108398438,987.552806680168
308,82.-1-12,12,13072,Route 31,14411,240,Town of Albion,Friday,September 2023,450536.028930664,3408.446711936
309,71.-1-76,76,12819,Route 31,14411,210,Town of Albion,Friday,September 2023,35730.4750976563,756.207199617691
310,82.-1-3,3,12961,Route 31,14411,210,Town of Albion,Friday,September 2023,26142.4927978516,714.679232652025
311,82.-1-4,4,12977,Route 31,14411,210,Town of Albion,Friday,September 2023,35206.2944335938,787.126472415528
312,84.-1-6.2,6.2,3871,Route 98,14411,484,Town of Albion,Friday,September 2023,151465.760986328,1607.7144377996
313,82.-1-11,11,13084,Route 31,14411,210,Town of Albion,Friday,September 2023,332557.876220703,2333.50146152347
314,83.-1-70.111,70.111,0,Eagle Harbor West Barre Road,14411,322,Town of Albion,Friday,September 2023,877203.520507813,4557.43191087818
315,82.-1-7,7,13083,Route 31,14411,210,Town of Albion,Friday,September 2023,7882.90979003906,358.375254961179
316,82.-2-1.1,1.1,13100,Route 31,14411,210,Town of Albion,Friday,September 2023,102174.16809082,1311.86814184906
317,85.-1-31.21,31.21,3888,Riches Corners Road,14411,210,Town of Albion,Friday,September 2023,240745.732421875,2246.28355705357
318,82.-2-3,3,13118,Route 31,14411,210,Town of Albion,Friday,September 2023,27754.4516601563,751.529846846847
319,82.-1-6.1,6.1,13067,Route 31,14411,210,Town of Albion,Friday,September 2023,42442.6749267578,824.284934633146
320,85.-1-59,59,14797,East County House Road,14411,240,Town of Albion,Friday,September 2023,719389.727539063,6027.52344856766
321,82.-2-4.1,4.1,13124,Route 31,14411,210,Town of Albion,Friday,September 2023,56881.37109375,962.272680221173
322,83.-1-19.1,19.1,3859,Gaines Basin Road,14411,210,Town of Albion,Friday,September 2023,384386.148803711,3453.82113908149
323,85.-1-34.11,34.11,14929,East County House Road,14411,240,Town of Albion,Friday,September 2023,452575.132568359,3404.03646171136
324,82.-2-21.1,21.1,13425,West County House Road,14411,210,Town of Albion,Friday,September 2023,82113.5974121094,1180.00082134101
325,85.-1-65,65,14949,East County House Road,14411,210,Town of Albion,Friday,September 2023,379955.567749023,2822.342159328
326,85.-1-32.12,32.12,0,Riches Corners Road,14411,312,Town of Albion,Friday,September 2023,144908.967407227,2069.99334417162
327,85.-1-32.11,32.11,3870,Riches Corners Road,14411,210,Town of Albion,Friday,September 2023,24076.7973632813,631.944357547874
328,82.-2-5.1,5.1,13136,Route 31,14411,240,Town of Albion,Friday,September 2023,2176681.33544922,6527.34129547119
329,83.-1-59.11,59.11,13523,West County House Road,14411,105,Town of Albion,Friday,September 2023,4520908.30090332,11317.8837695373
330,82.-2-6.2,6.2,13168,Route 31,14411,210,Town of Albion,Friday,September 2023,46750.0224609375,915.460438518338
331,85.-1-12.1,12.1,3875,Riches Corners Road,14411,240,Town of Albion,Friday,September 2023,1584450.86975098,6065.43151743297
332,82.-2-27.111,27.111,13276,West County House Road,14411,241,Town of Albion,Friday,September 2023,2561117.25439453,8853.50279645826
333,71.-1-49.112,49.112,3844,Allen Roads Bridge Road,14411,210,Town of Albion,Friday,September 2023,125535.986816406,1441.11408756251
334,85.-1-1.112,1.112,14820,Holley Road,14411,210,Town of Albion,Friday,September 2023,276608.569580078,2336.54039789257
335,84.-1-4,4,3847,Route 98,14411,484,Town of Albion,Friday,September 2023,181287.716674805,2446.17524030101
336,84.-1-1.1,1.1,3850,Route 98,14411,210,Town of Albion,Friday,September 2023,200200.716430664,1813.7422433399
337,83.-1-20.1,20.1,3839,Gaines Basin Road,14411,210,Town of Albion,Friday,September 2023,48279.2691650391,883.343342761682
338,83.-1-77.1,77.1,13969,West County House Road,14411,240,Town of Albion,Friday,September 2023,4375648.86791992,10031.0221107855
339,83.-1-22,22,14049,West County House Road,14411,241,Town of Albion,Friday,September 2023,4111251.96362305,9313.62235009528
340,82.-2-14,14,13296,Route 31,14411,270,Town of Albion,Friday,September 2023,48516.4656982422,1131.02709593877
341,82.-2-15,15,13306,Route 31,14411,270,Town of Albion,Friday,September 2023,58296.6071777344,993.441836308886
342,82.-2-16,16,13324,Route 31,14411,210,Town of Albion,Friday,September 2023,47278.2941894531,877.023449690619
343,82.-2-17,17,13332,Route 31,14411,210,Town of Albion,Friday,September 2023,317942.291015625,2663.66764042804
344,82.-2-18,18,13344,Route 31,14411,210,Town of Albion,Friday,September 2023,118880.044921875,1408.08843522211
345,84.-1-75.2,75.2,0,Clarendon Road,14411,105,Town of Albion,Friday,September 2023,6482444.81774902,13411.1555946905
346,84.-1-5.2,5.2,3819,Route 98,14411,441,Town of Albion,Friday,September 2023,412679.896972656,2835.90791999057
347,85.-1-2.1,2.1,3858,Riches Corners Road,14411,215,Town of Albion,Friday,September 2023,1047567.45910645,4523.58181743261
348,83.-1-1.1,1.1,3815,Eagle Harbor West Barre Road,14411,210,Town of Albion,Friday,September 2023,120540.043945313,1399.11782995923
349,83.-1-17,17,3858,Gaines Basin Road,14411,241,Town of Albion,Friday,September 2023,2074423.36669922,5888.05127633594
350,82.-2-19.1,19.1,3822,Eagle Harbor West Barre Road,14411,241,Town of Albion,Friday,September 2023,2403714.07324219,6672.57111225364
351,71.-1-48,48,13303,Route 31,14411,210,Town of Albion,Friday,September 2023,65627.0963134766,1093.73134907226
352,71.-1-50,50,13247,Route 31,14411,210,Town of Albion,Friday,September 2023,116564.81237793,1376.4734962189
353,71.-1-47,47,13311,Route 31,14411,210,Town of Albion,Friday,September 2023,28502.1776123047,684.100188678142
354,82.-1-9.11,9.11,13093,Route 31,14411,240,Town of Albion,Friday,September 2023,740985.70324707,3972.24557916474
355,84.-1-3,3,3817,Route 98,14411,210,Town of Albion,Friday,September 2023,25794.1574707031,662.278754502166
356,83.-1-3.1,3.1,13488,Route 31,14411,210,Town of Albion,Friday,September 2023,183777.541870117,1770.41022460599
357,83.-1-2.1,2.1,13502,Route 31,14411,210,Town of Albion,Friday,September 2023,109828.345703125,1348.6491299283
358,83.-1-5.1,5.1,13504,Route 31,14411,240,Town of Albion,Friday,September 2023,911784.386230469,4762.29486402873
359,82.-1-5.1,5.1,3845,Long Bridge Road,14411,555,Town of Albion,Friday,September 2023,2407418.92651367,6785.27472479781
360,83.-1-5.3,5.3,13512,Route 31,14411,210,Town of Albion,Friday,September 2023,419466.028076172,2635.69170491381
361,71.-1-45,45,13345,Route 31,14411,210,Town of Albion,Friday,September 2023,37900.0687255859,781.40109780892
362,84.-1-1.2,1.2,0,Route 98,14411,105,Town of Albion,Friday,September 2023,5377468.74243164,12188.6699347653
363,71.-1-44,44,13353,Route 31,14411,210,Town of Albion,Friday,September 2023,21761.8934326172,622.775333995721
364,84.-1-2,2,3816,Route 98,14411,710,Town of Albion,Friday,September 2023,186064.944091797,1788.20403168784
365,71.-1-43,43,13357,Route 31,14411,210,Town of Albion,Friday,September 2023,22112.8817138672,626.539776353959
366,71.-1-42,42,13361,Route 31,14411,210,Town of Albion,Friday,September 2023,21531.4548339844,624.960215291095
367,71.-1-41,41,13347,Route 31,14411,210,Town of Albion,Friday,September 2023,21650.515625,630.758052661493
368,71.-1-40,40,13341,Route 31,14411,210,Town of Albion,Friday,September 2023,30348.2642822266,711.35395394572
369,72.-3-61,61,13443,Route 31,14411,210,Town of Albion,Friday,September 2023,21639.0032958984,636.564456156117
370,83.-1-6,6,13656,Allen Road,14411,241,Town of Albion,Friday,September 2023,2924500.13232422,8416.3128919268
371,83.-1-7.1,7.1,0,West County House Road,14411,105,Town of Albion,Friday,September 2023,4055854.29614258,13075.4847091611
